,曲名,歌詞
0,ki・zu・na,きっと誰だって　いまいる世界を離れるなんて　勇気はないでもいつだって　なにかが足りないそんな矛盾を　かかえているもしキミが　自分を変える、と心から誓うのならぼくらには　それを止められない歩き出してくれサヨナラをいわせないなにかがこの胸にあるJust say“Keep in touch”ぼくらの合言葉サヨナラというだけじゃ伝えきれない想いを振り向けば　いつでもここからぼくらが見ているからきっと　ダメだって思う日もあるけど絶対ムリなんていいきれないユメはそう　遠くにあるもの途方に暮れるくらいにゲンジツの地平線の彼方越えてみせてくれサヨナラはいわせないいつまでも続いていくJust say“Keep in touch”ぼくらが描くStoryサヨナラというだけが別れのコトバじゃないと思うから　ナミダはいらないなにも変わらないからそういつの日か　なにかを手にしてこの場所に戻る君を待ってるから　その時キミらしい笑顔見せてくれサヨナラをいわせないなにかがこの胸にあるJust say“Keep in touch”ぼくらの合言葉いつだって　どこだって目を閉じればそこに在るもし仮に　遠く離れてもぼくらはボクらのままサヨナラをいわせないなにかがこの胸にあるJust say“Keep in touch”ぼくらの合言葉サヨナラというだけじゃ伝えきれない想いを振り向けば　いつでもここからぼくらが見ているから
0,君がいるから,同じ時　すごしたら　もう少し分かりあえるもう二度と戻らない瞬間を二人でいる僕らの愛はどこへ向かうのだろう明日もし悲しみが君を苦しめても長いトキを超えて　出会えた喜びはどんなことだって乗り越えていける思いさ君の心の傷　僕が光に変えてく今　君にそっと　歌うよ…恋人と呼びあえる幼すぎた日々の中いつの日か少しずつ愛を感じ始めたね二人の愛に今誓い合おう君となら悲しみに立ち向かってゆけるどんな長い夜も　どんな暗い闇もきっと終わるだろう　今ならそう信じられる僕の心の闇　いつか光に変わってく今　君がそばにいるから…長いトキを超えて　出会えた喜びはどんなことだって乗り越えていける思いさ君の心の傷　僕が光に変えてく今　君にそっと　歌うよ…今　君がそばに　いるから…
0,Ki・mi・ni・mu・chu,あいつのせいでまた今日も最低そんなことばっかグチりまくってるどうしようもないbad dayちょっと寄り道してカラオケ歌ってビール飲んで忘れよOh　金さえあれば幸せ？そうでもない気もするけどあの子にプレゼントくらいはしてみたいKi mi ni mu chu-一日中、全然頭から離れない…　yeahKi mi ni mu chu-一日中、全然頭から離れない…　Oh yeahあいつの家にみんな集まって久しぶりにまた大騒ぎしてみよう怒られちゃって反省しながら仕切り直してもう一回飲み直しSNSばっかやりすぎで大切なこと忘れてないかい？やっぱ俺たちはface to faceで乾杯Ki mi ni mu chu-一日中、全然頭から離れない…　yeah(飲みたい気分！！　飲みたい気分！！)Ki mi ni mu chu-一日中、全然頭から離れない…　Oh yeah(飲みたい気分！！　飲みたい気分！！)(Clap your hands)(みんな一緒に)恥ずかしがらないで(Clap your hands)(みんな一緒に)歌い踊り明かそうKi mi ni mu chu-一日中、全然頭から離れない…　yeah(飲みたい気分！！　飲みたい気分！！)Ki mi ni mu chu-一日中、全然頭から離れない…　Oh yeah(飲みたい気分！！　飲みたい気分！！)Ki mi ni mu chu-一日中、全然頭から離れない…　yeah(飲みたい気分！！　飲みたい気分！！)Ki mi ni mu chu-一日中、全然頭から離れない…　Oh yeah(飲みたい気分！！　飲みたい気分！！)
0,Carry On,Carry On　全て　ありのままを受け止めて!Carry On　君らしく　生きてゆこう!見上げた空には　失くしちゃいけない夢があるどうにもならずに　投げ出す日々があっても…。「君ならできるさ!」簡単に誰かは言うけど「自分ならできる!」といつも乗り越えて来た。そうさ!あの日決めた旅立ちはいつも輝く未来(あした)が　待っているCarry On　いつか　変わってしまったとしても「自分だ!」と　強く胸に　云い聞かせてゆこうCarry On　全て　この手の中　詰め込んでかけ抜けて　迷わずに　失くさずにらしく進もう!見下ろす　足元　少し汚れてきた靴必死に走って　いくつも守ってる空回りしてる　自分が小さくみえた「それでも負けない!」“心”に決めて生きるきっと　君の決めた道程がいつか輝く未来(あした)を　照らしてる!Carry On　いつか　その「夢」が叶うまで君の胸　閉ざさないで　いつもOpenでいて!Carry On　遠く　果てしなく続く空雨の日も　どんな日も　「夢」だけは　捨てちゃいけない!Carry On　いつか　変わってしまったとしても「自分だ!」と　強く胸に　云い聞かせてゆこうCarry On　遠く　果てしなく続く空雨の日も　どんな日も　「夢」だけは　捨てちゃいけない!
0,can't say words,"一人部屋のすみで小さくなって君の香り　まだ残って静まりかえる部屋のBGMは車の音淋しすぎるからForgive me, that was wrong to say like that昨日の激しいケンカ　うそのようにdecide to be honest by the moonlight月は静かに　この部屋を照らす君に伝えたいけど　君にはうまく言えない他にたとえようのない　気持ちを分かってほしいいじをはっているけど　一人置き去りの後悔夜の果てまでさがす　いえずにいた言葉開けたfridgeから　もれるコモレビ君のしぐさ1つ1つ　思い出すたびせつなくなるyou know that you're my baby　愛しすぎるからbrowin my mind since you left　ずっと明日の幸せな日々　願ってるwanna spend my life with you　もう一度涙ほほで　止めているけれど君とじゃれあっていたね　君としか愛せないあふれ出しそうになるよ　こみあげるこの気持ち離れればせつなくて　不安になっていくよやりばのない気持ち　流れた涙どこへ…もう二度と会えないかもしれないまだ君を　Still love駆け出して　you're my roadおいかけて　hold my handsつれさりたいI'm gonna make it up with you, babyjust wanna make it up with you, babyI don't wanna be here alone, baby見せたこともないI'm gonna make it up with you, babyjust wanna make it up with you, babyI don't wanna be here alone, baby悲しませないForgive me, that was wrong to say like that昨日の激しいケンカ　うそのように月は静かに　この部屋を照らす君にしか言えないよ　君にしか見せないよ心の奥からそう　全てさらけ出せる男の弱さもそう　少しだけ分かってよ君との約束を　現実にするから君の中に眠る　言葉伝えてほしいかなえてみせるから　かわってみせるからgonna make it good for you baby一人おきざりの後悔夜の果てまでさがす　言えずにいた言葉"
0,Giver,目の前のことだけで　精一杯になってた周りを見る余裕なんて　これぽっちもなかったやっと一息ついたと　思えば次の事これじゃいつまでたってもゴールが見えない何のためにがんばってきたのかいつの間に僕は　分からなくなっていたよ自分のことだけ考えてた元気のないやつがいたら気軽に声をかけてやればいい意外にそのひと言で　救われたりするから自分以外の人のために　がんばるのも悪くないこんな僕でも　少しくらい誰かのために　役にも立てるんだテレビをつければ　嫌なNEWSばかりこれじゃ見ているこっちも　心がもたない原因解明やルール改正?一番大事なのは　隣にいるやつがそっと優しさを分けてあげることいじめられてるやつがいたら勇気を出して止めてやればいいそしたらついでにそいつにも　しっかりしろと言ってやれ!今　僕らにできることは　文句を言うことじゃない目の前にいる　その人を少しでもきっと　幸せに出来るさ元気のないやつがいたら気軽に声をかけてやればいい意外にそのひと言で　救われたりするから自分以外の人のために　がんばるのも悪くないこんな僕でも　少しくらい誰かのために　役にも立てるんだ
0,Guilty,"いつもならばもう　眠る頃なのに今夜は何故か　眠れやしないんだ今すぐにでも　家を飛び出してあいつが待つ　あのハコに乗り込むのさSay what　とびらのむこう側いつもの様に男をさそってるだまされたりしない　もうI'm just wanna shaking　おどり続けてPromise that I'm shaking　今夜は朝までWhy are you looking at me　まどわす仕草I'll get lost in my mind　抑えられそうにない踊りながらも　誘ってるような君の腰つき　たぐりよせたくなる視線を合わせて　BPMも上がって上げた髪から　漂うEMOTIONTrust me I'm crazy for you tonight.何としてでも　I've gotta do something.Come close, It's now or never go onI'm just wanna shaking　おどり続けてPromise that I'm shaking　今夜は朝までWhy are you looking at me　まどわす仕草I'll get lost in my mind　抑えられそうにない君の中で　感じさせてよI'm just wanna feelling　はやくくれよI will make you guilty　今すぐここでI'm just wanna crushing　おまえのうでをここへSay what　とびらのむこう側いつもの様に男をさそってるだまされたりしない　もうI'm just wanna shaking　おどり続けてPromise that I'm shaking　今夜は朝までWhy are you looking at me　まどわす仕草I'll get lost in my mind　抑えられそうにない君の中で　感じさせてよI'm just wanna feelling　はやくくれよI will make you guilty　今すぐここでI'm just wanna crushing　おまえのうでをここへ"
0,Craving In My Soul,I don't wishI just make it happen次の扉は厚く重くとも関係ない gonna break it through止まる理由が見つからないI don't wishI just make it happenもう決まっている未来もっと進化するに違いないThere's no fearKeep moving on失敗はオプションには含まれてないI've got a hunger like a tigerOoh hoo 抑えられない居ても立ってもいられないOoh hoo 掴みたい今すぐI've got a hunger like a tigerこの渇望を満たすまで諦め方なんて知らないOh craving！ craving！ craving！ 魂からのYeah oh yeahYeah oh yeahYeah oh yeahCraving！ craving！ craving！ 魂からのI feel free心は無重力フィジカルもメンタルもなんの抵抗も感じない極めたスキルに尽きる境地は桃源郷のスーパーヒーローI've got a hunger like a tigerOoh hoo 抑えられない居ても立ってもいられないOoh hoo 掴みたい今すぐI've got a hunger like a tigerこの渇望を満たすまで諦め方なんて知らないOh craving！ craving！ craving！ 魂からのYeah oh yeahYeah oh yeahYeah oh yeahCraving！ craving！ craving！ 魂からのどこまでも飛び超える時空でさえも超える夢の展開には無い限界大それてるなんて事全然ない例えば雑踏で歌ったってざっとeverybody 圧倒Everybody 圧倒I've got a hunger like a tigerこの渇望を満たすまで諦め方なんて知らないOh craving！ craving！ craving！ 魂からのYeah oh yeahYeah oh yeahYeah oh yeahCraving！ craving！ craving！ 魂からのYeah oh yeahYeah oh yeahYeah oh yeahCraving！ craving！ craving！ 魂からの
0,Cross～never say die～,いつもそこにいる目を閉じたなら会える幻と知りながらも心はその名前を呼ぶボクの声に振り向く悲しがる瞳がほほえむんだ追いかけてみてもこの指をすり抜けて決して届かないんだ眠れない夜に見失いそうになるんだキミはどこにいる?I'll never say dieFor youかならずむかえにゆくからつかんだ絆を離さないでくれI'll never say dieFor meこんなに遠く離れても消えない　消さない　示してみせるBelieve in love別の場所にいる自由な時間があるおたがいに知らない二人がいる約束できないただ信じるしかない真実はぼくたちの中にある試されている…と知りながらこの胸は不安に揺れてるんだ変わらないものがあるわけがないだなんて弱気になるんだI'll never say dieFor you薄れる意識のカナタにあの日の誓いを忘れないでくれYou'll never say dieFor me心は抱きしめてるからいまでも　いつでも　離さないからBelieve in love試される度に胸の十字架をこの手に握りしめるんだI'll never say dieFor youかならずむかえにゆくからつかんだ絆を離さないでくれI'll never say die　For you薄れる意識のカナタにあの日の誓いを忘れないでくれI'll never say dieFor you心が呼び続けているその眼を　その手を　そのぬくもりをI'll never say dieFor meどんなにながいこの夜も負けない　投げない　越えてゆくからBelieve in love
0,careless breath,ためらいがちに伏せた瞳この手がその髪　引き寄せてた揺れる吐息を感じながらさまようくちびる　けれど重ねたあれからぼくたちは何度となく時の隙間を紡いで来た決して約束できない未来だからこそ　ただ純粋(ひたむき)にあきれるくらいにわがままなBreathすべてはあの時始まったいつかは途絶える運命のBreathそれをぼくらは知りながら惹かれあったもしも時計を外したなら永遠はあるの?　君が囁くなにもいえずにこぼれ落ちた溜め息涙が胸を濡らしたそれならばなぜ私に触れたの?いいわけのひとつもいえずにそして責めることもなく君は突然ここから姿消したあきれるくらいにわがままなBreath求めて、溺れて、傷つけたすべてを失くした不用意なBreath悔やむ度またその痛みが締めつける嘘でもいい…と　きっと望んでいた君の気持ちに応えきれず臆病なぼくがもしその時答えてたらまだ続いていたのか?カラダが憶えた不規則なBreathもう一度すべてで感じたい体温(ぬくもり)それしか信じられず抑えきれない衝動であきれるくらいにわがままなBreath求めて、溺れて、傷つけたすべてを失くした不用意なBreath悔やむ度またその痛みが締めつける
0,言葉にできない,終わる筈のない愛が途絶えた　いのち尽きてゆくようにちがう　きっとちがう　心が叫んでるひとりでは生きてゆけなくてまた　誰れかを愛しているこころ　哀しくて　言葉にできないlalala……　言葉にできないせつない嘘をついては　いいわけをのみこんで果たせぬ　あの頃の夢は　もう消えた誰れのせいでもない自分がちいさすぎるからそれが　くやしくて　言葉にできないlalala……　言葉にできないあなたに会えて　ほんとうによかった嬉しくて　嬉しくて　言葉にできないlalala……　言葉にできない
0,こんなにもながい君の不在,"なにげない優しさに気づいた時キミのぬくもりはもう　腕をすり抜けていつかまためぐり会う日が来るから…そんな最後の声に頷けずにいたその背中に　振れなかった　この手のひらにはいまもまだサヨナラが眠り続けてるこんなにもながい君の不在いつまでも終われないI need you, need youまだ受けとめられないよI'm in love,still in love少しずつ　少しずつ薄れてゆくこんな風に痛みを忘れてくのかな?急ぎすぎた　責めたりした　知らず知らずにキミの好きなあのボクを消していたんだねこんなにもながい君の不在ボクはまだ変わらないI love you, love youこんなにキミだけなのにI'm in love, still in loveこんなにもながいキミの不在そっと手をひらいたらI leave you, leave youボクは変われるのかな?But in love, still in loveこんなにもながい君の不在いつまでも終われないI need you, need youまだ受けとめられないよI'm in love,still in love"
0,GOING ON,必ず負けずにいると強く胸に刻むから鮮やかに輝き始めるgoing on!!今はただがむしゃらに描いたものを確かに握りしめて扉を開ける見たこともない世界踏み出してく未来へと逃げ出さないで闘うからいつか約束したこの夢を誇れる時代(とき)がくるように生み出す 熱いこの想いきっと誰かに勝つことよりも夢と向き合えることが本当の強さに繋がるgoing on!!あの頃とどまらずに選んだ道を後悔しないために今を生きてくたくさんの思い出や笑顔に巡り逢うたび勇気となって信じてゆけるいつも意味を知り感じるときまた一つ広がりだす希望と感謝の気持ちもっと満足するには早く上りつめてゆけるから高らかに揚げたこの夢going on!!いつか約束したこの夢を誇れる時代(とき)がくるように生み出す 熱いこの想いきっと誰かに勝つことよりも夢と向き合えることが本当の強さに繋がるgoing on!!
0,最後の告白～STAY part II～,"What is this? What is this? This is ”STAY” part?I made silly mistakes見抜かれる事を解っていながら繰り返して来た癖 tellin' lies気がついた時にはすでに君を失いかけてたまだ今ならば戻れる筈と確信したのは when we were makin' loveI could feel ya dee---downThis time, つくせばNExt time, 求めるこのまま続けてもう一度受け入れてI'll stay true to my word, yeah baby今までとは違う　わかるだろう?Oh girl, stay tuned, don't go awayはぐらかさずに聞いて最後の告白自分でさえコントロールきかない男の虚しい言い訳を許して聞き流してた　手のひらで泳がせるように(you treat me like a perfect man)長い間待たせた答えをつげる決心したのは when I realized that you're the biggest part of me全てをかけて　そして愛し合う約束するから stay with me, forever moreI'll stay true to my word, yeah baby今までとは違う　わかるだろう?Oh girl, stay tuned, don't go awayはぐらかさずに聞いて最後の告白ふせたまつげゆれる視線の先におれの腕がある　だきよせればわかる(I can read ya mind)ここで離すわけにいかないBaby, cuz, I need you (I really do)Please, smile againBaby, baby, baby, oh baby yeah,I'll stay true to my wordI'm tellin' youはぐらかさずに聞いて Oh girl, stay tuned, don't go awayI'll stay true to my word, yeah baby今までとは違う　わかるだろう?Oh girl, stay tuned, don't go awayはぐらかさずに聞いて最後の告白I'll be good to you, always be ya side君の願いかなえる　ただ一人でいられるよう(Imma tryna be better, Cross my heart)I'll be good to you, always be ya side変わることのないようにSo, this is STAY part?"
0,SUMMER TIME LOVE,雨もやがてやんで胸騒ぐ七月今年の夏こそは最高に楽しむきっと運命で僕らは結ばれるよねずっと探してた素敵な出会いだよ君と過ごす夏は倍以上アツイ! FEEL MY HEART終わらない灼熱永遠のリズム感じてMY SOULあと少したてば君と過ごせるかな胸が踊る季節焼けた肌　眩しいもっとそばにきて寄り添う肩が触れ合うそっと手を握ったら恋が弾けるよ息ができないほど君が恋しくてFEEL MY HEART明日も明後日も一緒にいれたらいいのにずっと…秋が来ても君がいなきゃ切ない思い出になってしまう一秒も無駄にはできない君と過ごす夏は倍以上アツイ! FEEL MY HEART終わらない灼熱永遠のリズム感じてMY SOUL息ができないほど君が恋しくてFEEL MY HEART明日も明後日も一緒にいれたらいいのにずっと…
0,Someday,"(Someday, Someday)このまま歩けばいつかはたどりつけるかな変わらないこの思いだけを信じて...このまま終われない何かが突き動かすんだそれはきっと魂を残す道しるべ答え出すこと迷ったとしても必ず間違ってなかったと思えるよあれから数えきれないほど夢を叶えてきたけど心はまだ君を思ってるよあなたがずっとあなたらしく生き続けられるように変わらない思い抱き締めながら歌ってくよ(Someday, Someday)この空見上げたら限界なんてないはずで果てしない可能性があるそう思える悲しみ、悔しさも挑戦していくことで力に変えてゆけるから必ずつらいときこそ信じ続けるいつかきっとわかるだろうその意味を...心はまだ未来を見てる果てしない夢を抱きしめて君の幸せ祈っているからあなたがずっと笑顔のまま生き続けられるように心から強く願いあの光ヘ走り抜けるあれから数えきれないほど夢を叶えてきたけど心はまだ君を思ってるよあなたがずっとあなたらしく生き続けられるように変わらない思い抱き締めながら歌ってくよ(Someday, Someday)"
0,Someday -House Mix 2012-,"あれから数えきれないほど夢を叶えてきたけど心はまだ君を思ってるよあなたがずっとあなたらしく生き続けられるように変わらない思い抱き締めながら歌ってくよ(Someday, Someday)このまま歩けばいつかはたどりつけるかな変わらないこの思いだけを信じて…このまま終われない何かが突き動かすんだそれはきっと魂を残す道しるべ答え出すこと迷ったとしても必ず間違ってなかったと思えるよあれから数えきれないほど夢を叶えてきたけど心はまだ君を思ってるよあなたがずっとあなたらしく生き続けられるように変わらない思い抱き締めながら歌ってくよ(Someday, Someday)この空見上げたら限界なんてないはずで果てしない可能性があるそう思える悲しみ、悔しさも挑戦していくことで力に変えてゆけるから必ずつらいときこそ信じ続けるいつかきっとわかるだろうその意味を…心はまだ未来を見てる果てしない夢を抱きしめて君の幸せ祈っているからあなたがずっと笑顔のまま生き続けられるように心から強く願いあの光へ走り抜けるあれから数えきれないほど夢を叶えてきたけど心はまだ君を思ってるよあなたがずっとあなたらしく生き続けられるように変わらない思い抱き締めながら歌ってくよ(Someday, Someday)"
0,sayonara,“sayonara”の言葉の意味を理解できず今が過去になって時が過ぎるばかりいつまでも終わらない恋だと思ってた傷つけないように大切にしてたもう責め合う理由もないすれ違い始めたのはいつごろからだっただろう…僕の腕の中で眠ってたあの頃…何が足りないかを気付けなかったよ優しさのつもりがこの距離になったあのころのままでいるのに何が変わってしまったの?見つけ出せないまま少しづつ少しづつ離れていくね…想い出は消えてゆくの?あの日交わしたkissも二人の約束さえ…今はもう嘘のように黙ったままうつむくサヨナラマタイツカイママデアリガトウサヨナラマタイツカイママデアリガトウサヨナラマタイツカイママデアリガトウサヨナラマタイツカイママデアリガトウ
0,Sun is rising again,日出ずる国に生まれし　この魂この命　絶えるまで己の道を　歩むのみ何度だって　立ち上がろう必ずまた　陽は昇るのだから
0,SUNSHINE,"SunshineSunshine抱きしめたいよ　僕の太陽SunshineSunshineBoogie woogie　boogie woogieBaby come backYou are my sunshineこの心溶かして　暖めてYou are my sunshine凍える空の下　照らしてSmile for me　Smile for meBaby babySmile for me　Smile for meRainy days　曇り空の隙間Peekaboo　覗いてるもう一度見てせよ　One mo' time優しい笑顔で　Hold me tightBad days　それでもそばにYou'll be there for meAlways alwaysGood days　夢見れるのも明日が来るからAlways alwaysSunshineSunshine抱きしめたいよ　僕の太陽SunshineSunshineBoogie woogie　boogie woogieBaby come backYou are my sunshineこの心溶かして　暖めてYou are my sunshine凍える空の下　照らして絶対無くては　ならない存在今君に捧ぐ　どうだい？遠く高く伝えたいことはこうだ！Lemme sing this song for ya！Wanna hear you say, Yay！ Yay！ Yay！スーパーなエナジー　で！で！で！こんな days　流れる涙I'll be here for youAlways alwaysあんなdays　振り返らずに明日が来るからAlways and foreverSunshineSunshine抱きしめたいよ　僕の太陽SunshineSunshineBoogie woogie　boogie woogieBaby come backYou are my sunshineこの心溶かして　暖めてYou are my sunshine凍える空の下　照らしてYou are my sunshineYou are my sunshine照れてる仕草に Ohhhh...You are my sunshineYou are my sunshineSo c'mon baby smileSmile for me　Smile for meBaby babySmile for me　Smile for meBaby babySmile for meSunshineSunshine抱きしめたいよ　僕の太陽SunshineSunshineBoogie woogie　boogie woogieBaby come backYou are my sunshineこの心溶かして　暖めてYou are my sunshine凍える空の下　照らしてSmile for me　Smile for meBaby babySmile for me　Smile for me"
0,Sandcastles,Why?　指の隙間をこぼれ落ちてく希望の欠片　残してWhy?　この手の中に掴んだものは幻影なのか？　教えてどんなに満たされても渇きが癒せないLike sandcastlesぼくらが探し続ける夢はいつも砂の城のように築いては消されてゆくそれでもまだあきらめないよWhy?　叶えられたら　その瞬間に失くしてしまう　それでもWhy?　なぜこの胸は　生きる理由を求めたがるの？　聞かせて彼方に揺れる水を目指し彷徨うようにLike sandcastlesぼくらは探し続けるたとえ今は届かないとしても祈るたびに蘇るつぎの場所へ歩いていくよ立ち止まるならすべては終わるぼくらの場所に　きっといつかたどり着いてみせるLike sandcastlesぼくらが探し続ける夢はいつも砂の城のように築いては消されてゆくそれでもまだあきらめないよ
0,THE NEXT DOOR,"駆け抜けてく風と光を手繰ってたくさんのドアをくぐり抜けたいつの間にか積み重なってくMY STYLE昔の自分を超えて行けるかがKEYそう運命なんて足かせはずして胸張って歩んで行くMY WAYOPEN THE NEXT DOOR次の扉開けたらAND THEN TAKE THE FLOORカギに託すからたどった過去LET IT PASS, LET IT PASS IT ONTO THE FUTURE不確かでもつらくてもこの手の中で　自分だけのエンブレム光り輝かせるためにOPEN THE DOOR!!!進み続けてく意味を問い続ける歩き疲れても JUST CAN'T LOSE MY WAY瞬きする間が惜しくなってゆく強くなるため全てを追い風に変えてあきらめたくない I WANNA GIVE IT A TRY傷つく事に後悔はしないOPEN THE NEXT DOOR次の扉開けたらAND THEN TAKE THE FLOORカギに託すからたどった過去LET IT PASS, LET IT PASS IT ONTO THE FUTURE不確かでもつらくてもこの手の中で　自分だけのエンブレム光り輝かせるためにOPEN THE DOOR!!!耳を澄ましたら聞こえてくる“YOU CAN STOP IT”ささやいてる ANOTHER MYSELF弱さ見せたら終わりHOW I DO MAKE MYSELF LIKE THIS探し続けるOPEN THE NEXT DOOR次の扉開けたらAND THEN TAKE THE FLOORカギに託すからたどった過去LET IT PASS, LET IT PASS IT ONTO THE FUTURE不確かでもつらくてもこの手の中で　自分だけのエンブレム光り輝かせるためにOPEN THE DOOR!!!"
0,THE NEXT DOOR -INDESTRUCTIBLE-,"I can feel it coming over meI feel it all around meI've been waiting for this moment all my life it's my destinyThere's a fire deep inside of meit's waiting to come out nowno matter what, no matter how, I know I'll make it through somehowcuz when the road feels too longI'll still be holding onI'm gonna keep on going, I know I'll be strongIndestructibleI wont let nobody break me downIndestructiblenothings gonna stop me nowIndestructiblegonna gonna make gonna keep on goingIndestructiblethe last man standingI'm ready for whateverI'm never giving upnothing can break my spiritcuz it's indestructiblecan't explain it, it's incrediblethe strength I feel inside menothing is impossibleI know I'll find my waythrough a storm through the darkest nightwhatever comes it's alrightNot gonna turn around I'm ready, for the future nowand when the road feels too longI'll still be holding onI'm gonna keep on going, I know I'll be strongIndestructibleI wont let nobody break me downIndestructiblenothings gonna stop me nowIndestructiblegonna gonna make gonna keep on goingIndestructiblethe last man standingI'm ready for whateverI'm never giving upnothing can break my spiritcuz it's indestructiblenothing is impossibleif you really want itand I really want itnot gonna stop, no matter what, noyeah this time, nothing can hold me back, nonothing can break me down, my spirit's indestructibleIndestructibleI wont let nobody break me downIndestructiblenothings gonna stop me nowIndestructiblegonna gonna make gonna keep on goingIndestructiblethe last man standingIndestructibleI wont let nobody break me downIndestructiblenothings gonna stop me nowIndestructiblegonna gonna make gonna keep on goingIndestructiblethe last man standing"
0,THE NEXT DOOR -INDESTRUCTIBLE- feat. FLO RIDA,"I can feel it coming over meI feel it all around meI've been waiting for this moment all my life it's my destinyThere's a fire deep inside of meit's waiting to come out nowno matter what, no matter how, I know I'll make it through somehowcuz when the road feels too longI'll still be holding onI'm gonna keep on going, I know I'll be strong(my faith is too strong)[Chorus]IndestructibleI wont let nobody break me downIndestructiblenothings gonna stop me nowIndestructiblegonna gonna make gonna keep on goingIndestructiblethe last man standingI'm ready for whateverI'm never giving upnothing can break my spiritcuz it's indestructiblecan't explain it, it's incrediblethe strength I feel inside menothing is impossibleI know I'll find my waythrough a storm through the darkest nightwhatever comes it's alrightNot gonna turn around I'm ready, for the future nowand when the road feels too longI'll still be holding onI'm gonna keep on going, I know I'll be strong[Chorus]Flo Rida Exile!nothing can break my spirithey nothing can break my spirit, my spirit is too strongindestructible nobody is taking over my thronemuscle my situation I'll make and do it alonebuilt from the ground up insider so I last longthe last man standing on the planet going wildFlo Rida beat adversity making that exilecause never know what emergency or trouble I just founddon't even bother hurting me feelings in the cloudstoo hard for me to reach if I could it wouldn't matterno helicopter plane or some new infinity ladderI was born to contemplateI'm a point with like a daggerI mean no hard shit cause they on top of my platter!So many times I heard they as loud as a bellCause I'm on the ground telling myself I can't failThe bottom line my spirit is powerful not frailThat's all of me can't break it I'm loving it oh yeahnothing is impossibleif you really want itand I really want itnot gonna stop, no matter what, noyeah this time, nothing can hold me back,nothing can break me down, my spirit's indestructible[Chorus]"
0,SHOOTING STAR,Be a shooting star　いま君がBe a shooting star　もう一度どうしても届かずに焦る日もあるだろう行く手を阻むように、そびえる壁でもいまを越えないと未来はないんだろう?結果(こたえ)なんか怖れないで賭けてみせてTo be　誰のためでもなくFor you　自分たちのためにハンパなままで終わるよりDo your bestGo!You're gonna be a shooting starいま君が描き出す軌跡が夢につながる道を拓くよ　All rightYou're gonna be a shooting starもう一度ぼくらに見せてくれ燃え尽きるまで駆け抜けてゆく輝きを…Starsゼロじゃない可能性を希望と呼ぶなら、ひとつずつ拾い集めて高くかざそうWin some　逃げて悔やむならLose some　挑んで悔やむんだ想いを込めたその場所へ舞い上がれYou're gonna be a shooting starしなやかで、ひたむきな背中に目に映らないつばさ広げて　Fly high!You're gonna be a shooting starあざやかに、心の矢を放てこの世界がざわめく奇跡を呼び起こそうDream泣いたり、笑ったりして、ぼくらはひとつになる二億六千万の Brilliant starsYou're gonna be a shooting starいま君が描き出す軌跡が夢につながる道を拓くよ　All rightYou're gonna be a shooting starもう一度ぼくらに見せてくれ燃え尽きるまで駆け抜けてゆく輝きを…You're gonna be a shooting star　いま君がYou're gonna be a shooting star　もう一度
0,GENERATION,"Woo- yeah- Oh- wooWe will be over you, yeah-いうなれば諸行無常のtown駆け込んだもののround and round現実を思い知ったぼくらの eyes in maze努力すりゃいい、ってもんじゃないでも運だけじゃ残れない現状維持で精一杯なんだ...change it!Good style憧れWe got togetherThat's whyだからいつの日かfly away感じるままに走るB.P.M止まらずに駆け抜けろ run and run地平線を目指せ drive your heart受け継いだD.N.A存在自体が　曖昧な明日を繋ぐため　ぼくらは生まれたその軌跡がIt's just the existenceきっと誰かの夢になるその情熱を Carry on聴こえてくるんだ Goin' on!ぼくらを越えるその日までFollow meGood daysだけじゃないnot altogetherBad days(Bad days)なら振り切るまで run away信じるままに生きるB.P.Mいまこの瞬間こそ on your mark時を越えて響け feel your beat目を醒ます D.N.A語るだけじゃ　証明できないならカタチにしてYell届けたいこんな時代に It's just resistanceもう昨日までとは違うKeep on dancingKeep on singingいつの日かWe'll be over you Try,憧れ　We got togetherBut why?先をゆく背中 faraway感じるままに走るB.P.M止まらずに駆け抜けろ run and run地平線を目指せ drive your heart受け継いだD.N.A存在自体が　曖昧な明日を繋ぐため　ぼくらは生まれたその軌跡がIt's just the existenceきっと誰かの夢になるWake up my D.N.A.Wake up your D.N.A."
0,Just The Two Of Us,"I see the crystal raindrops fallAnd the beauty of it allIs when the sun comes shining throughTo make those rainbows in my mindWhen I think of you sometimesAnd I want to spend some time with youJust the two of usWe can make it if we tryJust the two of us, just the two of usJust the two of usBuilding (new) (big) castles in the skyJust the two of us, you and IWe look for love no time for tearsWasted waters all that isAnd it don't make no flowers growGood things might come to those who waitNot to those who wait too lateWe got to go for all we knowJust the two of usWe can make it if we tryJust the two of us, just the two of usJust the two of usBuilding (new) (big) castles in the skyJust the two of us, you and IJust the two of usWe can make it just the two of usJust the two of usWe can make it just the two of usJust the two of usWe can make it just the two of usJust the two of usWe can make it just the two of usI hear the crystal raindrops fallOn the window down the hallAnd it becomes the morning dewDarling when the morning comesAnd I see the morning sunI want to be the one with youJust the two of usWe can make it if we tryJust the two of us, just the two of usJust the two of usBuilding (new) (big) castles in the skyJust the two of us, you and IJust the two of us,Yeah just the two of usJust the two of us,Better get it together babyJust the two of us,Just the two of usJust the two of usWe can make it just the two of usJust the two of usWe can make it just the two of us"
